"ID","Type","Name","Documentation"
"vs-dao","ValueStream","Develop Academic Offerings","The end-to-end process of designing, developing, and accrediting academic programs and courses before they are offered to students."
"vs-dao-s1","ValueStream","Define Program Strategy","Analyze market needs and institutional strengths to define the strategy and portfolio of academic programs."
"vs-dao-s2","ValueStream","Design Curriculum & Courses","Develop the detailed curriculum, learning outcomes, and course content for a specific academic program."
"vs-dao-s3","ValueStream","Secure Accreditation","Manage the process of obtaining and maintaining accreditation from relevant academic and professional bodies."
"vs-dao-s4","ValueStream","Publish Program Catalog","Finalize and publish official information about academic programs and courses for prospective students."
"vs-brc","ValueStream","Build Research Capacity","The strategic process of developing institutional research capabilities, expertise, and infrastructure in anticipation of future research opportunities."
"vs-brc-s1","ValueStream","Set Research Strategy","Define strategic research priorities and areas of focus for the institution."
"vs-brc-s2","ValueStream","Prioritize Research Areas","Allocate resources and support to specific, prioritized areas of research excellence."
"vs-brc-s3","ValueStream","Acquire Research Infrastructure","Plan for and acquire the necessary facilities, equipment, and technology to support research activities."
"vs-egs","ValueStream","Educate & Graduate Students","The end-to-end student journey from recruitment and admission through instruction, assessment, and graduation."
"vs-egs-s1","ValueStream","Recruit & Admit Students","Attract, evaluate, and select qualified applicants for admission to academic programs."
"vs-egs-s2","ValueStream","Enroll & Advise Students","Manage student registration for courses and provide ongoing academic guidance and support."
"vs-egs-s3","ValueStream","Deliver Instruction","Conduct teaching and learning activities, including lectures, labs, and online instruction."
"vs-egs-s4","ValueStream","Assess & Certify Learning","Evaluate student performance, assign grades, and verify the fulfillment of degree requirements."
"vs-egs-s5","ValueStream","Confer Degree & Manage Alumni","Formally award degrees and credentials, and maintain relationships with graduates."
"vs-efr","ValueStream","Execute Funded Research","The complete lifecycle of a specific research project, from proposal development and grant acquisition to conducting the research and disseminating the findings."
"vs-efr-s1","ValueStream","Identify Opportunity & Propose Research","Identify funding opportunities and develop competitive research proposals and grant applications."
"vs-efr-s2","ValueStream","Secure & Administer Grant","Manage the process of grant award acceptance, financial setup, and ongoing compliance."
"vs-efr-s3","ValueStream","Conduct Research Project","Execute the planned research activities, including data collection, experimentation, and analysis."
"vs-efr-s4","ValueStream","Disseminate Findings","Publish research results in scholarly journals, present at conferences, and communicate findings to the public."
"vs-cre","ValueStream","Commercialize Research & Expertise","The process of identifying, protecting, and transferring university-generated knowledge and intellectual property to industry and society for public benefit and economic return."
"vs-cre-s1","ValueStream","Identify & Assess Commercial Potential","Receive and evaluate invention disclosures from researchers to determine their commercial viability."
"vs-cre-s2","ValueStream","Protect Intellectual Property","Manage the legal process for protecting intellectual property, primarily through patent applications."
