"ID","Type","Name","Documentation","Source","Target","Specialization"
"","CompositionRelationship","","","vs_01","vs_01_01",""
"","CompositionRelationship","","","vs_01","vs_01_02",""
"","CompositionRelationship","","","vs_01_01","vs_01_01_01",""
"","CompositionRelationship","","","vs_01_01","vs_01_01_02",""
"","CompositionRelationship","","","vs_01_02","vs_01_02_01",""
"","CompositionRelationship","","","vs_01_02","vs_01_02_02",""
"","CompositionRelationship","","","vs_02","vs_02_01",""
"","CompositionRelationship","","","vs_02","vs_02_02",""
"","CompositionRelationship","","","vs_02_01","vs_02_01_01",""
"","CompositionRelationship","","","vs_02_01","vs_02_01_02",""
"","CompositionRelationship","","","vs_02_02","vs_02_02_01",""
"","CompositionRelationship","","","vs_02_02","vs_02_02_02",""
"","CompositionRelationship","","","vs_03","vs_03_01",""
"","CompositionRelationship","","","vs_03","vs_03_02",""
"","CompositionRelationship","","","vs_03_01","vs_03_01_01",""
"","CompositionRelationship","","","vs_03_01","vs_03_01_02",""
"","CompositionRelationship","","","vs_03_02","vs_03_02_01",""
"","CompositionRelationship","","","vs_03_02","vs_03_02_02",""
"","CompositionRelationship","","","vs_04","vs_04_01",""
"","CompositionRelationship","","","vs_04","vs_04_02",""
"","CompositionRelationship","","","vs_04_01","vs_04_01_01",""
"","CompositionRelationship","","","vs_04_01","vs_04_01_02",""
"","CompositionRelationship","","","vs_04_02","vs_04_02_01",""
"","CompositionRelationship","","","vs_04_02","vs_04_02_02",""
"","CompositionRelationship","","","vs_05","vs_05_01",""
"","CompositionRelationship","","","vs_05","vs_05_02",""
"","CompositionRelationship","","","vs_05_01","vs_05_01_01",""
"","CompositionRelationship","","","vs_05_01","vs_05_01_02",""
"","CompositionRelationship","","","vs_05_02","vs_05_02_01",""
"","CompositionRelationship","","","vs_05_02","vs_05_02_02",""
"","CompositionRelationship","","","cap_01","cap_01_01",""
"","CompositionRelationship","","","cap_01","cap_01_02",""
"","CompositionRelationship","","","cap_01_01","cap_01_01_01",""
"","CompositionRelationship","","","cap_01_01","cap_01_01_02",""
"","CompositionRelationship","","","cap_01_02","cap_01_02_01",""
"","CompositionRelationship","","","cap_01_02","cap_01_02_02",""
"","CompositionRelationship","","","cap_02","cap_02_01",""
"","CompositionRelationship","","","cap_02","cap_02_02",""
"","CompositionRelationship","","","cap_02_01","cap_02_01_01",""
"","CompositionRelationship","","","cap_02_01","cap_02_01_02",""
"","CompositionRelationship","","","cap_02_02","cap_02_02_01",""
