"ID","Key","Value"
"vs_01","Level","0"
"vs_01","Value Proposition","Provision of advanced knowledge, accredited qualifications, and a learning environment that fosters critical thinking, leading to enhanced career prospects and personal development."
"vs_01","Value Stream Pattern","MTS"
"vs_02","Level","0"
"vs_02","Value Proposition","Rigorous design and execution of novel research projects that advance knowledge in a specific field, deliver on grant commitments, and generate verifiable, high-impact outcomes."
"vs_02","Value Stream Pattern","MTS"
"vs_03","Level","0"
"vs_03","Value Proposition","Provision of advanced knowledge, accredited qualifications, and a learning environment that fosters critical thinking, leading to enhanced career prospects and personal development."
"vs_03","Value Stream Pattern","ATO"
"vs_04","Level","0"
"vs_04","Value Proposition","Rigorous design and execution of novel research projects that advance knowledge in a specific field, deliver on grant commitments, and generate verifiable, high-impact outcomes."
"vs_04","Value Stream Pattern","ETO"
"vs_05","Level","0"
"vs_05","Value Proposition","Access to cutting-edge expertise, innovative solutions to complex problems through consultancy or collaboration, technology transfer, and a pipeline of highly skilled graduates."
"vs_05","Value Stream Pattern","ETO"
"vs_01_01","Level","1"
"vs_01_02","Level","1"
"vs_01_01_01","Level","2"
"vs_01_01_01","Sequence","1"
"vs_01_01_02","Level","2"
"vs_01_01_02","Sequence","2"
"vs_01_02_01","Level","2"
"vs_01_02_01","Sequence","3"
"vs_01_02_02","Level","2"
"vs_01_02_02","Sequence","4"
"vs_02_01","Level","1"
"vs_02_02","Level","1"
"vs_02_01_01","Level","2"
"vs_02_01_01","Sequence","1"
"vs_02_01_02","Level","2"
"vs_02_01_02","Sequence","2"
"vs_02_02_01","Level","2"
"vs_02_02_01","Sequence","3"
"vs_02_02_02","Level","2"
"vs_02_02_02","Sequence","4"
"vs_03_01","Level","1"
"vs_03_02","Level","1"
"vs_03_01_01","Level","2"
"vs_03_01_01","Sequence","1"
"vs_03_01_02","Level","2"
"vs_03_01_02","Sequence","2"
"vs_03_02_01","Level","2"
"vs_03_02_01","Sequence","3"
"vs_03_02_02","Level","2"
"vs_03_02_02","Sequence","4"
"vs_04_01","Level","1"
"vs_04_02","Level","1"
"vs_04_01_01","Level","2"
"vs_04_01_01","Sequence","1"
"vs_04_01_02","Level","2"
"vs_04_01_02","Sequence","2"
"vs_04_02_01","Level","2"
"vs_04_02_01","Sequence","3"
"vs_04_02_02","Level","2"
"vs_04_02_02","Sequence","4"
"vs_05_01","Level","1"
"vs_05_02","Level","1"
"vs_05_01_01","Level","2"
"vs_05_01_01","Sequence","1"
"vs_05_01_02","Level","2"
"vs_05_01_02","Sequence","2"
"vs_05_02_01","Level","2"
"vs_05_02_01","Sequence","3"
"vs_05_02_02","Level","2"
"vs_05_02_02","Sequence","4"
"cap_01","Level","0"
"cap_02","Level","0"
"cap_03","Level","0"
"cap_04","Level","0"
"cap_05","Level","0"
"cap_06","Level","0"
"cap_01_01","Level","1"
"cap_01_02","Level","1"
"cap_01_01_01","Level","2"
"cap_01_01_02","Level","2"
"cap_01_02_01","Level","2"
"cap_01_02_02","Level","2"
"cap_02_01","Level","1"
"cap_02_02","Level","1"
"cap_02_01_01","Level","2"
"cap_02_01_02","Level","2"
"cap_02_01_03","Level","2"
"cap_02_02_01","Level","2"
"cap_02_02_02","Level","2"
"cap_03_01","Level","1"
"cap_03_02","Level","1"
"cap_03_01_01","Level","2"
"cap_03_01_02","Level","2"
"cap_03_02_01","Level","2"
"cap_03_02_02","Level","2"
"cap_04_01","Level","1"
"cap_04_02","Level","1"
"cap_04_01_01","Level","2"
"cap_04_01_02","Level","2"
"cap_04_02_01","Level","2"
"cap_04_02_02","Level","2"
"cap_05_01","Level","1"
"cap_05_02","Level","1"
"cap_05_01_01","Level","2"
"cap_05_01_02","Level","2"
"cap_05_02_01","Level","2"
"cap_05_02_02","Level","2"
"cap_06_01","Level","1"
"cap_06_02","Level","1"
"cap_06_01_01","Level","2"
"cap_06_01_02","Level","2"
"cap_06_02_01","Level","2"
"cap_06_02_02","Level","2"
"bo_01","Level","0"
"bo_02","Level","0"
"bo_01_01","Level","1"
"bo_01_02","Level","1"
"bo_01_03","Level","1"
"bo_01_01_01","Level","2"
"bo_01_01_02","Level","2"
"bo_01_02_01","Level","2"
"bo_01_02_02","Level","2"
"bo_01_03_01","Level","2"
"bo_01_03_02","Level","2"
"bo_02_01","Level","1"
"bo_02_02","Level","1"
"bo_02_01_01","Level","2"
"bo_02_01_02","Level","2"
"bo_02_02_01","Level","2"
"bo_02_02_02","Level","2"
